1724;May;22;T;50.8N;92.9W;247;04m33s
1724;Nov;15;A;59.9S;175.0E;448;07m15s
1725;Apr;13;P;61.4S;139.6W;;
1725;May;12;P;62.8N;103.7W;;
1725;Oct;6;P;61.2N;157.7E;;
1725;Nov;4;P;62.1S;83.5E;;
1726;Apr;2;A;29.2S;18.3W;42;00m52s
1726;Sep;25;T;38.0N;49.0W;129;02m07s
1727;Mar;22;A;5.7N;118.0W;211;06m20s
1727;Sep;15;T;2.2N;51.4E;222;05m33s
1728;Mar;10;A;42.8N;144.6W;485;07m25s
1728;Sep;4;T;35.0S;139.6E;236;03m44s
1729;Jan;29;P;62.8S;149.9W;;
1729;Feb;27;P;61.2N;146.6E;;
1729;Jul;26;P;63.1N;76.9W;;
1729;Aug;24;Pb;61.7S;95.2W;;
1730;Jan;18;T;57.8S;77.4W;126;01m59s
1730;Jul;15;A;46.3N;115.9E;210;05m13s
1731;Jan;8;Tm;20.7S;27.0E;155;04m10s
1731;Jul;4;A;3.8N;90.8E;153;05m15s
1731;Dec;29;H;22.7N;162.2E;32;00m39s
1732;Jun;22;P;65.8S;9.3W;;
1732;Nov;17;P;69.2S;125.3E;;
1732;Dec;17;P;66.3N;23.4E;;
1733;May;13;T;67.9N;99.5W;339;04m06s
1733;Nov;6;A;69.0S;101.2W;548;06m53s
1734;May;3;T;18.4N;24.6E;208;05m46s
1734;Oct;26;A;18.2S;93.8W;159;05m08s
1735;Apr;23;H;32.2S;171.0W;38;00m44s
1735;Oct;16;H;28.3N;155.2E;48;01m02s
1736;Mar;12;P;72.1N;124.5W;;
1736;Apr;11;Pb;71.5S;134.3E;;
1736;Sep;5;P;71.7S;17.1W;;
1736;Oct;4;P;71.9N;2.4E;;
1737;Mar;1;A;36.0N;50.1W;378;08m04s
1737;Aug;26;T;24.4S;162.5E;167;03m44s
1738;Feb;18;A;12.8S;86.7W;96;03m03s
1738;Aug;15;A;23.7N;8.4E;33;01m00s
1739;Feb;8;T;59.2S;131.0E;99;01m27s
1739;Aug;4;A;79.9N;42.9E;801;03m59s
1739;Dec;30;P;66.7N;45.1E;;
1740;Jan;28;P;69.5S;36.2E;;
1740;Jun;24;P;66.2S;156.7E;;
1740;Dec;18;A;19.9N;156.4W;40;00m53s
1741;Jun;13;T;6.0N;29.4E;85;02m35s
1741;Dec;8;A;23.0S;93.6E;209;06m51s
1742;Jun;3;T;49.0N;160.2E;251;05m00s
1742;Nov;27;A;62.6S;62.2E;450;07m26s
1743;Apr;24;P;61.8S;94.4E;;
1743;May;23;P;63.5N;132.9E;;
1743;Oct;17;Pe;61.5N;32.5E;;
1743;Nov;16;P;62.8S;44.4W;;
1744;Apr;12;A;29.1S;132.6W;49;00m59s
1744;Oct;6;T;37.0N;169.1W;132;02m04s
1745;Apr;2;A;7.7N;132.2E;205;06m13s
1745;Sep;25;Tm;0.3N;68.6W;214;05m21s
1746;Mar;22;A;43.5N;104.7E;419;06m51s
1746;Sep;15;T;34.9S;23.0E;200;03m23s
1747;Feb;9;P;62.1S;75.5E;;
1747;Mar;11;P;61.0N;20.2E;;
1747;Aug;6;P;62.4N;171.3E;;
1747;Sep;4;P;61.4S;146.1E;;
1748;Jan;30;T;54.4S;154.8E;140;02m12s
1748;Jul;25;A;48.7N;24.5E;231;05m12s
1749;Jan;18;T;19.1S;104.9W;155;04m07s
1749;Jul;14;A;7.8N;7.2W;141;04m46s
1750;Jan;8;H;23.0N;29.3E;20;00m24s
1750;Jul;3;P;64.8S;124.3W;;
1750;Nov;29;P;68.2S;6.2W;;
1750;Dec;28;P;65.3N;111.8W;;
1751;May;25;T;77.0N;144.7E;402;03m53s
1751;Nov;18;A;74.9S;142.8E;597;06m45s
1752;May;13;T;24.9N;91.1W;210;05m42s
1752;Nov;6;A;23.2S;147.4E;159;05m03s
1753;May;3;H;24.9S;73.0E;36;00m48s
1753;Oct;26;H;22.7N;29.7E;49;01m08s
1754;Mar;23;P;72.1N;110.6E;;
1754;Apr;22;P;71.0S;14.0E;;
1754;Sep;16;P;71.9S;149.9W;;
1754;Oct;16;P;71.5N;135.5W;;
1755;Mar;12;A;42.2N;167.4W;375;07m07s
1755;Sep;6;T;32.1S;44.3E;150;03m00s
1756;Mar;1;A;7.5S;151.4E;76;02m24s
1756;Aug;25;Am;16.1N;99.5W;52;01m38s
1757;Feb;18;T;53.8S;2.9E;119;01m51s
1757;Aug;14;A;71.6N;113.5W;467;04m36s
1758;Jan;9;P;67.8N;98.7W;;
1758;Feb;8;P;70.4S;107.8W;;
1758;Jul;5;P;67.2S;46.4E;;
1758;Dec;30;A;20.8N;72.2E;56;01m15s
1759;Jun;24;T;1.4N;78.1W;101;02m59s
1759;Dec;19;A;23.3S;28.0W;221;07m25s
1760;Jun;13;T;46.0N;52.7E;254;05m27s
1760;Dec;7;A;64.7S;49.4W;451;07m36s
1761;May;4;P;62.4S;30.3W;;
1761;Jun;3;P;64.4N;9.9E;;
1761;Nov;26;P;63.7S;174.2W;;
1762;Apr;24;A;30.3S;115.6E;61;01m08s
1762;Oct;17;T;36.2N;67.6E;135;02m02s
1763;Apr;13;A;9.0N;25.3E;201;06m11s
1763;Oct;7;T;2.0S;169.1E;206;05m09s
1764;Apr;1;A;44.2N;2.5W;361;06m20s
1764;Sep;25;T;36.0S;95.5W;171;03m01s
1765;Feb;19;P;61.6S;57.7W;;
1765;Mar;21;P;61.0N;104.3W;;
1765;Aug;16;P;61.8N;59.2E;;
1765;Sep;15;P;61.1S;26.2E;;
1766;Feb;9;T;50.7S;26.6E;156;02m27s
1766;Aug;5;A;50.2N;67.0W;260;05m15s
1767;Jan;30;T;16.8S;123.9E;157;04m06s
1767;Jul;25;A;10.8N;105.5W;132;04m21s
1768;Jan;19;H;23.9N;103.2W;11;00m13s
1768;Jul;14;H;43.0S;137.4E;48;00m29s
1768;Dec;9;P;67.1S;138.1W;;
1769;Jan;8;P;64.3N;113.5E;;
1769;Jun;4;T;87.3N;26.2E;521;03m36s
1769;Nov;28;A;80.0S;32.0E;638;06m38s
1770;May;25;T;31.2N;155.6E;211;05m31s
1770;Nov;17;A;27.3S;27.1E;158;04m56s
1771;May;14;H;17.8S;40.4W;33;00m49s
1771;Nov;6;H;17.9N;97.3W;50;01m13s
1772;Apr;3;P;71.9N;12.3W;;
1772;May;2;P;70.2S;104.1W;;
1772;Sep;27;P;72.0S;75.4E;;
1772;Oct;26;P;70.9N;85.1E;;
1773;Mar;23;A;49.3N;76.2E;378;06m13s
1773;Sep;16;T;39.9S;75.5W;130;02m18s
1774;Mar;12;A;1.7S;30.8E;55;01m43s
1774;Sep;6;A;8.7N;150.9E;72;02m20s
1775;Mar;1;T;47.9S;124.8W;139;02m20s
1775;Aug;26;A;61.3N;132.0E;383;05m16s
1776;Jan;21;P;68.8N;117.6E;;
1776;Feb;19;P;71.1S;109.2E;;
1776;Jul;15;P;68.2S;65.1W;;
1776;Aug;14;Pb;70.6N;123.5W;;
1777;Jan;9;A;22.4N;58.9W;70;01m32s
1777;Jul;5;T;4.2S;173.7E;115;03m17s
1777;Dec;29;A;22.7S;150.0W;231;07m53s
1778;Jun;24;T;41.8N;55.0W;255;05m52s
1778;Dec;18;A;65.8S;160.6W;450;07m44s
1779;May;16;Pe;63.0S;153.1W;;
1779;Jun;14;P;65.3N;112.1W;;
1779;Dec;7;P;64.6S;54.2E;;
1780;May;4;A;33.3S;5.9E;81;01m21s
1780;Oct;27;T;35.6N;58.6W;138;02m00s
1781;Apr;23;A;9.7N;79.2W;197;06m13s
1781;Oct;17;T;4.3S;45.1E;197;04m59s
1782;Apr;12;A;45.1N;107.1W;311;05m51s
1782;Oct;7;T;37.9S;144.6E;144;02m37s
1783;Mar;3;P;61.3S;170.5E;;
1783;Apr;1;P;61.0N;132.8E;;
1783;Aug;27;P;61.4N;54.1W;;
1783;Sep;26;P;61.1S;95.4W;;
1784;Feb;20;T;47.2S;101.5W;174;02m44s
1784;Aug;16;A;50.9N;159.8W;299;05m23s
1785;Feb;9;T;14.1S;6.6W;159;04m07s
1785;Aug;5;A;12.7N;155.3E;127;04m01s
1786;Jan;30;H;25.1N;125.5E;5;00m05s
1786;Jul;25;T;34.6S;30.8E;66;00m59s
1786;Dec;20;P;66.0S;89.9E;;
1787;Jan;19;P;63.4N;20.1W;;
1787;Jun;15;T;78.7N;104.8E;998;03m09s
1787;Dec;9;A;83.4S;62.7W;672;06m32s
1788;Jun;4;T;37.0N;44.4E;211;05m15s
1788;Nov;27;A;30.4S;94.3W;155;04m46s
1789;May;24;H;11.0S;151.0W;28;00m46s
1789;Nov;17;H;14.1N;133.9E;52;01m19s
1790;Apr;14;Pe;71.4N;132.1W;;
1790;May;14;P;69.4S;140.9E;;
1790;Oct;8;P;71.7S;61.3W;;
1790;Nov;6;P;70.1N;55.8W;;
1791;Apr;3;A;57.1N;39.5W;394;05m21s
1791;Sep;27;T;47.6S;162.4E;106;01m38s
1792;Mar;22;A;4.5N;88.7W;33;01m02s
1792;Sep;16;A;1.3N;39.9E;93;03m02s
1793;Mar;12;T;41.7S;107.8E;158;02m51s
1793;Sep;5;A;51.7N;23.0E;347;06m02s
1794;Jan;31;P;69.8N;26.0W;;
1794;Mar;1;P;71.6S;32.9W;;
1794;Jul;26;P;69.1S;178.0W;;
1794;Aug;25;P;71.3N;121.9E;;
1795;Jan;21;A;24.8N;170.3E;81;01m44s
1795;Jul;16;T;10.4S;63.8E;130;03m26s
1796;Jan;10;A;21.1S;88.3E;238;08m15s
1796;Jul;4;T;36.8N;164.6W;255;06m15s
1796;Dec;29;A;65.5S;88.6E;446;07m51s
1797;Jun;24;T;77.2N;133.9E;975;02m47s
1797;Dec;18;P;65.6S;79.0W;;
1798;May;15;A;38.6S;101.6W;121;01m36s
1798;Nov;8;T;35.1N;172.5E;141;01m59s
1799;May;5;A;9.3N;178.9E;194;06m20s
1799;Oct;28;T;6.7S;81.3W;188;04m50s
1800;Apr;24;A;45.7N;151.3E;269;05m27s
1800;Oct;18;T;40.3S;23.2E;120;02m14s
1801;Mar;14;P;61.2S;40.6E;;
1801;Apr;13;P;61.3N;11.7E;;
1801;Sep;8;P;61.1N;168.5W;;
1801;Oct;7;P;61.2S;141.3E;;
1802;Mar;4;T;44.0S;131.5E;196;03m02s
1802;Aug;28;A;51.3N;105.7E;354;05m35s
1803;Feb;21;T;11.1S;135.9W;163;04m09s
1803;Aug;17;A;13.6N;54.7E;124;03m47s
1804;Feb;11;H;26.7N;4.5W;0;00m00s
1804;Aug;5;T;29.3S;77.1W;75;01m20s
1805;Jan;1;P;65.0S;42.1W;;
1805;Jan;30;P;62.7N;152.8W;;
1805;Jun;26;P;65.5N;9.9W;;
1805;Jul;26;Pb;63.2S;42.8E;;
1805;Dec;21;A;83.1S;143.8W;692;06m27s
1806;Jun;16;T;42.2N;64.6W;210;04m55s
1806;Dec;10;A;32.4S;143.4E;151;04m32s
1807;Jun;6;H;4.7S;100.4E;21;00m38s
1807;Nov;29;H;11.1N;3.9E;55;01m26s
1808;May;25;P;68.4S;27.8E;;
1808;Oct;19;P;71.3S;160.8E;;
1808;Nov;18;P;69.2N;162.6E;;
1809;Apr;14;A;65.8N;157.3W;435;04m35s
1809;Oct;9;T;55.1S;38.4E;77;01m02s
1810;Apr;4;A;11.1N;153.8E;12;00m21s
1810;Sep;28;A;5.8S;72.8W;115;03m45s
1811;Mar;24;T;35.2S;18.0W;176;03m27s
1811;Sep;17;A;43.0N;85.9W;330;06m51s
1812;Feb;12;P;70.7N;168.8W;;
1812;Mar;13;P;71.9S;173.3W;;
1812;Aug;7;P;70.0S;67.0E;;
1812;Sep;5;P;71.8N;4.5E;;
1813;Feb;1;A;27.9N;40.4E;91;01m53s
1813;Jul;27;T;17.4S;47.4W;144;03m27s
1814;Jan;21;A;18.6S;33.4W;242;08m28s
1814;Jul;17;T;30.9N;84.7E;254;06m33s
1815;Jan;10;A;63.7S;23.6W;438;07m55s
1815;Jul;6;T;88.1N;162.7W;470;03m13s
1815;Dec;30;P;66.7S;146.4E;;
1816;May;27;A;48.0S;153.5E;238;01m54s
1816;Nov;19;T;35.0N;41.5E;144;02m00s
1817;May;16;A;7.9N;78.5E;194;06m30s
1817;Nov;9;T;8.9S;150.9E;179;04m42s
1818;May;5;A;45.8N;52.5E;233;05m05s
1818;Oct;29;T;43.1S;99.4W;98;01m51s
1819;Mar;25;P;61.2S;87.9W;;
1819;Apr;24;P;61.7N;108.0W;;
1819;Sep;19;Pe;61.0N;75.6E;;
1819;Oct;19;P;61.5S;16.4E;;
1820;Mar;14;T;41.5S;5.7E;220;03m20s
1820;Sep;7;A;51.6N;8.7E;432;05m49s
1821;Mar;4;T;8.0S;96.3E;168;04m14s
1821;Aug;27;A;13.6N;47.8W;123;03m38s
1822;Feb;21;A;28.6N;132.3W;2;00m02s
1822;Aug;16;T;26.1S;173.5E;80;01m35s
1823;Jan;12;P;64.0S;173.0W;;
1823;Feb;11;P;62.0N;76.7E;;
1823;Jul;8;P;64.6N;132.0W;;
1823;Aug;6;P;62.5S;79.3W;;
1824;Jan;1;A;79.9S;116.2E;705;06m21s
1824;Jun;26;T;46.6N;171.4W;207;04m31s
1824;Dec;20;Am;33.3S;20.4E;144;04m15s
1825;Jun;16;H;1.0N;6.0W;13;00m25s
1825;Dec;9;H2;9.2N;127.4W;60;01m34s
1826;Jun;5;P;67.4S;82.5W;;
1826;Oct;31;P;70.6S;21.2E;;
1826;Nov;29;P;68.2N;19.9E;;
1827;Apr;26;A;74.8N;73.4E;559;03m53s
1827;Oct;20;H;62.3S;87.6W;43;00m30s
1828;Apr;14;Hm;17.9N;37.7E;10;00m18s
1828;Oct;9;A;12.5S;173.0E;137;04m26s
1829;Apr;3;T;28.5S;142.6W;192;04m05s
1829;Sep;28;A;34.9N;164.3E;323;07m43s
1830;Feb;23;P;71.3N;49.0E;;
1830;Mar;24;P;72.0S;47.7E;;
1830;Aug;18;P;70.7S;50.2W;;
1830;Sep;17;P;72.1N;115.6W;;
1831;Feb;12;A;31.9N;88.3W;100;01m57s
1831;Aug;7;T;24.9S;160.9W;158;03m20s
1832;Feb;1;A;15.3S;154.4W;245;08m35s
1832;Jul;27;T;24.5N;27.9W;252;06m46s
1833;Jan;20;A;60.6S;137.4W;426;07m59s
1833;Jul;17;T;77.5N;92.5E;357;03m29s
1834;Jan;9;P;67.8S;11.3E;;
1834;Jun;7;P;64.6S;55.4E;;
1834;Nov;30;T;34.9N;91.6W;150;02m02s
1835;May;27;A;5.3N;20.2W;196;06m44s
1835;Nov;20;T;10.7S;21.6E;171;04m35s
1836;May;15;A;45.1N;44.4W;203;04m47s
1836;Nov;9;T;46.1S;136.8E;77;01m28s
1837;Apr;5;Pe;61.3S;145.6E;;
1837;May;4;P;62.3N;133.9E;;
1837;Oct;29;P;61.9S;110.5W;;
1838;Mar;25;T;39.7S;118.3W;249;03m39s
1838;Sep;18;A;52.4N;90.6W;562;06m06s
1839;Mar;15;T;5.1S;29.5W;172;04m20s
1839;Sep;7;Am;12.8N;152.7W;123;03m34s
1840;Mar;4;A;30.6N;101.7E;2;00m03s
1840;Aug;27;T;24.3S;62.9E;83;01m45s
1841;Jan;22;P;63.1S;56.6E;;
1841;Feb;21;P;61.5N;52.4W;;
1841;Jul;18;P;63.7N;106.2E;;
1841;Aug;16;P;61.9S;158.0E;;
1842;Jan;11;A;75.8S;1.4E;710;06m15s
1842;Jul;8;T;50.1N;83.6E;204;04m05s
1842;Dec;31;A;33.1S;103.2W;135;03m54s
1843;Jun;27;H;5.9N;111.0W;4;00m07s
1843;Dec;21;T;8.0N;101.0E;66;01m43s
1844;Jun;16;P;66.4S;168.3E;;
1844;Nov;10;P;69.8S;119.3W;;
1844;Dec;9;P;67.1N;123.0W;;
1845;May;6;An;73.4N;110.6W;-;03m15s
1845;Oct;30;H;69.1S;144.5E;3;00m02s
1846;Apr;25;H;24.8N;76.2W;31;00m53s
1846;Oct;20;A;18.7S;57.3E;159;05m05s
1847;Apr;15;T;21.6S;95.0E;206;04m44s
1847;Oct;9;A;27.7N;52.8E;323;08m35s
1848;Mar;5;P;71.8N;91.7W;;
1848;Apr;3;P;71.8S;89.0W;;
1848;Aug;28;Pe;71.3S;169.6W;;
1848;Sep;27;P;72.2N;121.9E;;
1849;Feb;23;A;36.7N;144.3E;108;01m58s
1849;Aug;18;T;32.9S;83.5E;172;03m07s
1850;Feb;12;A;11.0S;85.6E;245;08m35s
1850;Aug;7;T;17.7N;141.8W;249;06m50s
1851;Feb;1;A;56.4S;106.9E;409;08m01s
1851;Jul;28;T;68.0N;19.6W;296;03m41s
1852;Jan;21;P;68.9S;124.3W;;
1852;Jun;17;P;65.6S;57.3W;;
1852;Dec;11;T;35.2N;133.9E;156;02m05s
1853;Jun;6;A;1.5N;117.9W;203;06m59s
1853;Nov;30;T;12.0S;109.0W;164;04m28s
1854;May;26;A;43.3N;140.1W;178;04m32s
1854;Nov;20;H3;48.9S;12.7E;57;01m07s
1855;May;16;P;62.9N;16.6E;;
1855;Nov;9;P;62.5S;121.0E;;
1856;Apr;5;T;39.1S;119.2E;285;03m56s
1856;Sep;29;A;54.3N;169.1E;831;06m21s
1857;Mar;25;T;2.4S;153.4W;177;04m28s
1857;Sep;18;A;11.6N;100.0E;125;03m34s
1858;Mar;15;A;32.7N;20.9W;2;00m02s
1858;Sep;7;T;23.9S;49.8W;85;01m50s
1859;Feb;3;Pe;62.4S;72.1W;;
1859;Mar;4;P;61.2N;178.8W;;
1859;Jul;29;P;63.0N;16.0W;;
1859;Aug;28;P;61.5S;33.7E;;
1860;Jan;23;A;71.8S;117.2W;719;06m07s
1860;Jul;18;T;52.5N;20.3W;198;03m39s
1861;Jan;11;A;31.8S;132.7E;123;03m30s
1861;Jul;8;A;10.0N;145.8E;7;00m14s
1861;Dec;31;T;7.8N;31.6W;74;01m55s
1862;Jun;27;P;65.4S;60.8E;;
1862;Nov;21;P;68.8S;99.1E;;
1862;Dec;21;P;66.0N;93.6E;;
1863;May;17;P;69.2N;126.8E;;
1863;Nov;11;A;75.4S;15.1E;42;00m22s
1864;May;6;H;31.6N;171.5E;52;01m25s
1864;Oct;30;A;24.3S;59.3W;181;05m41s
1865;Apr;25;T;14.8S;25.8W;219;05m23s
1865;Oct;19;A;21.3N;60.2W;326;09m27s
1866;Mar;16;P;72.0N;129.2E;;
1866;Apr;15;P;71.4S;136.6E;;
1866;Oct;8;P;71.9N;3.0W;;
1867;Mar;6;A;42.3N;18.4E;118;01m57s
1867;Aug;29;T;41.1S;34.9W;189;02m51s
1868;Feb;23;A;6.1S;33.0W;244;08m30s
1868;Aug;18;Tm;10.6N;102.2E;245;06m47s
1869;Feb;11;A;51.3S;9.7W;387;08m02s
1869;Aug;7;T;59.1N;133.2W;254;03m48s
1870;Jan;31;P;69.9S;100.0E;;
1870;Jun;28;P;66.6S;169.4W;;
1870;Jul;28;Pb;69.2N;170.9E;;
1870;Dec;22;T;35.7N;1.5W;165;02m11s
1871;Jun;18;A;3.5S;144.7E;214;07m14s
1871;Dec;12;T;12.7S;119.4E;157;04m23s
1872;Jun;6;A;40.5N;124.8E;157;04m20s
1872;Nov;30;H;51.2S;111.8W;40;00m47s
1873;May;26;P;63.7N;99.6W;;
1873;Nov;20;P;63.2S;9.5W;;
1874;Apr;16;T;39.9S;0.9W;335;04m11s
1874;Oct;10;An;58.6N;72.0E;-;06m28s
1875;Apr;6;T;0.2S;84.8E;182;04m37s
1875;Sep;29;A;10.0N;10.1W;127;03m36s
1876;Mar;25;A;34.8N;141.1W;1;00m01s
1876;Sep;17;T;24.6S;164.5W;86;01m53s
1877;Mar;15;P;61.0N;56.7E;;
1877;Aug;9;P;62.3N;138.6W;;
1877;Sep;7;P;61.2S;91.8W;;
1878;Feb;2;A;67.9S;122.4E;729;05m59s
1878;Jul;29;T;53.8N;124.0W;191;03m11s
1879;Jan;22;A;29.8S;8.5E;110;03m03s
1879;Jul;19;Am;13.0N;42.9E;20;00m39s
1880;Jan;11;T;8.3N;164.1W;84;02m07s
1880;Jul;7;A;46.4S;33.4W;611;05m47s
1880;Dec;2;P;67.8S;42.9W;;
1880;Dec;31;P;65.0N;49.5W;;
1881;May;27;P;68.2N;13.3E;;
1881;Nov;21;A;81.2S;114.5W;90;00m43s
1882;May;17;T;38.4N;61.6E;72;01m50s
1882;Nov;10;A;29.2S;177.0W;201;06m14s
1883;May;6;T;8.1S;144.6W;229;05m58s
1883;Oct;30;A;15.6N;174.9W;331;10m17s
1884;Mar;27;P;72.0N;7.7W;;
1884;Apr;25;P;70.7S;4.6E;;
1884;Oct;19;P;71.5N;130.2W;;
1885;Mar;16;A;48.9N;106.1W;132;01m55s
1885;Sep;8;T;49.6S;156.5W;211;02m31s
1886;Mar;5;A;0.5S;150.1W;241;08m20s
1886;Aug;29;T;3.5N;15.3W;240;06m36s
1887;Feb;22;A;45.7S;126.5W;362;08m01s
1887;Aug;19;T;50.6N;111.9E;221;03m50s
1888;Feb;11;P;70.7S;35.7W;;
1888;Jul;9;P;67.6S;78.8E;;
1888;Aug;7;P;70.1N;53.0E;;
1889;Jan;1;T;36.7N;137.6W;175;02m17s
1889;Jun;28;A;9.6S;47.3E;232;07m22s
1889;Dec;22;T;12.7S;12.8W;152;04m18s
1890;Jun;17;A;36.5N;29.3E;140;04m09s
1890;Dec;12;H;52.8S;123.9E;24;00m28s
1891;Jun;6;A;74.5N;163.8E;33;00m06s
1891;Dec;1;P;64.1S;140.9W;;
1892;Apr;26;T;42.5S;119.4W;414;04m19s
1892;Oct;20;P;61.4N;33.3W;;
1893;Apr;16;T;1.3N;34.6W;186;04m47s
1893;Oct;9;A;8.1N;123.0W;130;03m41s
1894;Apr;6;H;36.7N;102.4E;1;00m01s
1894;Sep;29;T;26.1S;78.5E;85;01m55s
1895;Mar;26;P;61.0N;64.8W;;
1895;Aug;20;P;61.8N;97.7E;;
1895;Sep;18;P;61.0S;140.7E;;
1896;Feb;13;A;64.6S;3.5E;761;05m48s
1896;Aug;9;T;54.4N;132.2E;182;02m43s
1897;Feb;1;A;27.1S;115.7W;94;02m34s
1897;Jul;29;A;15.3N;59.0W;35;01m05s
1898;Jan;22;T;9.5N;63.6E;96;02m21s
1898;Jul;18;A;35.7S;130.1W;385;06m11s
1898;Dec;13;P;66.8S;174.5E;;
1899;Jan;11;P;64.0N;167.5E;;
1899;Jun;8;P;67.2N;98.9W;;
1899;Dec;3;A;86.6S;121.5E;140;01m01s
1900;May;28;T;44.8N;46.5W;92;02m10s
1900;Nov;22;A;33.1S;64.8E;220;06m42s
1901;May;18;T;1.7S;98.4E;238;06m29s
1901;Nov;11;A;10.8N;68.9E;336;11m01s
1902;Apr;8;Pe;71.7N;142.4W;;
1902;May;7;P;70.0S;125.1W;;
1902;Oct;31;P;70.8N;100.8E;;
1903;Mar;29;A;56.2N;130.3E;153;01m53s
1903;Sep;21;T;58.0S;77.2E;241;02m12s
1904;Mar;17;A;5.6N;94.7E;237;08m07s
1904;Sep;9;T;3.7S;134.5W;234;06m20s
1905;Mar;6;A;39.5S;117.4E;334;07m58s
1905;Aug;30;T;42.5N;4.3W;192;03m46s
1906;Feb;23;P;71.4S;170.3W;;
1906;Jul;21;P;68.6S;33.3W;;
1906;Aug;20;P;70.8N;66.4W;;
1907;Jan;14;T;38.3N;86.4E;189;02m25s
1907;Jul;10;A;16.9S;50.9W;258;07m23s
1908;Jan;3;T;11.8S;145.1W;149;04m14s
1908;Jun;28;A;31.4N;67.2W;126;04m00s
1908;Dec;23;H;53.4S;0.5W;10;00m12s
1909;Jun;17;H;82.9N;123.6E;51;00m24s
1909;Dec;12;P;65.0S;86.0E;;
1910;May;9;T;48.2S;125.2E;594;04m15s
1910;Nov;2;P;61.9N;155.1W;;
1911;Apr;28;T;1.9N;151.9W;190;04m57s
1911;Oct;22;A;6.3N;121.4E;133;03m47s
1912;Apr;17;H;38.4N;11.3W;1;00m02s
1912;Oct;10;T;28.1S;40.1W;85;01m55s
1913;Apr;6;P;61.2N;175.7E;;
1913;Aug;31;P;61.5N;26.8W;;
1913;Sep;30;P;61.0S;11.6E;;
1914;Feb;25;A;62.1S;113.3W;839;05m35s
1914;Aug;21;T;54.5N;27.1E;170;02m14s
1915;Feb;14;A;24.0S;120.7E;77;02m04s
1915;Aug;10;A;16.4N;161.4W;52;01m33s
1916;Feb;3;T;11.1N;67.7W;108;02m36s
1916;Jul;30;A;29.0S;132.4E;313;06m24s
1916;Dec;24;P;65.7S;32.1E;;
1917;Jan;23;P;63.2N;25.6E;;
1917;Jun;19;P;66.2N;150.1E;;
1917;Jul;19;Pb;63.7S;101.8E;;
1917;Dec;14;A;88.0S;124.8E;189;01m17s
1918;Jun;8;T;50.9N;152.0W;112;02m23s
1918;Dec;3;A;36.1S;53.7W;236;07m06s
1919;May;29;T;4.4N;16.7W;244;06m51s
1919;Nov;22;A;6.9N;48.9W;341;11m37s
1920;May;18;P;69.1S;107.7E;;
1920;Nov;10;P;69.9N;29.8W;;
1921;Apr;8;A;64.5N;5.6E;192;01m50s
1921;Oct;1;T;66.1S;56.1W;291;01m52s
1922;Mar;28;A;12.3N;18.0W;233;07m50s
1922;Sep;21;T;10.7S;104.5E;226;05m59s
1923;Mar;17;A;33.0S;2.4E;305;07m51s
1923;Sep;10;T;34.7N;121.8W;167;03m37s
1924;Mar;5;P;71.9S;55.6E;;
1924;Jul;31;P;69.6S;146.0W;;
1924;Aug;30;P;71.5N;172.9E;;
1925;Jan;24;T;40.5N;49.6W;206;02m32s
1925;Jul;20;A;25.3S;150.0W;300;07m15s
1926;Jan;14;T;10.1S;82.3E;147;04m11s
1926;Jul;9;A;25.6N;165.1W;115;03m51s
1927;Jan;3;A;52.8S;124.8W;2;00m03s
1927;Jun;29;T;78.1N;73.8E;77;00m50s
1927;Dec;24;P;66.1S;47.7W;;
1928;May;19;T-;63.3S;22.5E;-;-
1928;Jun;17;Pb;65.6N;70.6E;;
1928;Nov;12;P;62.6N;81.1E;;
1929;May;9;T;1.6N;92.7E;193;05m07s
1929;Nov;1;A;4.5N;3.1E;134;03m54s
1930;Apr;28;H;39.4N;121.2W;1;00m01s
1930;Oct;21;T;30.5S;161.1W;84;01m55s
1931;Apr;18;P;61.5N;58.9E;;
1931;Sep;12;Pe;61.2N;152.8W;;
1931;Oct;11;P;61.2S;119.5W;;
1932;Mar;7;A;60.7S;134.4E;1083;05m19s
1932;Aug;31;T;54.5N;79.5W;155;01m45s
1933;Feb;24;A;20.8S;2.1W;58;01m32s
1933;Aug;21;A;16.9N;95.9E;71;02m04s
1934;Feb;14;T;13.2N;161.7E;123;02m53s
1934;Aug;10;A;24.5S;34.6E;280;06m33s
1935;Jan;5;Pe;64.7S;110.2W;;
1935;Feb;3;P;62.5N;115.4W;;
1935;Jun;30;P;65.2N;39.1E;;
1935;Jul;30;P;62.9S;5.9W;;
1935;Dec;25;A;83.5S;9.4E;234;01m30s
1936;Jun;19;T;56.1N;104.7E;132;02m31s
1936;Dec;13;A;37.8S;172.6W;251;07m25s
1937;Jun;8;T;9.9N;130.5W;250;07m04s
1937;Dec;2;A;4.0N;167.8W;344;12m00s
1938;May;29;T;52.7S;22.0W;675;04m05s
1938;Nov;21;P;68.9N;162.0W;;
1939;Apr;19;A;73.1N;129.1W;285;01m49s
1939;Oct;12;T;72.8S;155.1E;418;01m32s
1940;Apr;7;A;19.2N;128.5W;230;07m30s
1940;Oct;1;T;17.5S;18.2W;218;05m35s
1941;Mar;27;A;26.2S;110.9W;276;07m41s
1941;Sep;21;T;27.3N;119.1E;143;03m22s
1942;Mar;16;P;72.2S;76.8W;;
1942;Aug;12;Pe;70.4S;99.9E;;
1942;Sep;10;P;71.9N;50.0E;;
